9.044748814234084833e+00 8.928366931432394793e+00 8.782922905661976642e+00 8.684486014238892437e+00 8.422054770943185886e+00 8.229763078400782916e+00 7.918742932753132457e+00 7.819330750003131492e+00 7.690054872042916934e+00 7.444071663205193978e+00 6.882854520917475405e+00 6.696985673774757508e+00 6.696985673774757508e+00 6.696985673774757508e+00 6.076552229533968230e+00 6.076552229533968230e+00 5.833829478006054892e+00 5.168176622163157319e+00 4.885305555143884426e+00 4.739387847121724562e+00 4.739387847121724562e+00 4.505080129013134815e+00 4.157216061234887405e+00 3.933860158022333575e+00 3.445219493033106595e+00 3.230453062798698483e+00 3.230453062798698483e+00 2.975045978780880063e+00 2.975045978780880063e+00 2.685732141235380066e+00 2.321305205547674611e+00 2.321305205547674611e+00 2.321305205547674611e+00 2.321305205547674611e+00 2.321305205547674611e+00 2.199802609143357568e+00 1.833304136567580400e+00 1.833304136567580400e+00 1.624817536132625140e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 1.011759623055870527e+00 7.157174791526768054e-01 7.157174791526768054e-01 5.023543753177224236e-01 5.023543753177224236e-01 2.497945120213717618e-01 2.497945120213717618e-01 2.497945120213717618e-01 2.497945120213717618e-01 -1.427252013834664768e-01 -1.427252013834664768e-01
9.290326750553951740e+00 9.172298645433123454e+00 8.916107792604044846e+00 8.768537322097046172e+00 8.631309470007030527e+00 8.453664807297107231e+00 8.353032751834971847e+00 8.163022531841956919e+00 8.163022531841956919e+00 8.163022531841956919e+00 7.383785187416493478e+00 6.748796841488135634e+00 6.052033328475253882e+00 5.896400049590326375e+00 5.896400049590326375e+00 5.492194673365681012e+00 4.849445667714350705e+00 4.676723714677105015e+00 3.919643548919644171e+00 3.919643548919644171e+00 3.919643548919644171e+00 3.919643548919644171e+00 3.440201132809793005e+00 3.440201132809793005e+00 3.111252816838909752e+00 3.111252816838909752e+00 3.111252816838909752e+00 2.916859154852650793e+00 2.465326111263017594e+00 2.465326111263017594e+00 2.107833822161276682e+00 1.793443109559093696e+00 1.793443109559093696e+00 1.793443109559093696e+00 1.664494251822719928e+00 1.664494251822719928e+00 1.664494251822719928e+00 1.664494251822719928e+00 1.664494251822719928e+00 1.664494251822719928e+00 1.302895226116540961e+00 1.302895226116540961e+00 1.302895226116540961e+00 1.302895226116540961e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 1.033805733670088101e+00 5.672384782662660552e-01 5.672384782662660552e-01 5.672384782662660552e-01 5.672384782662660552e-01 5.672384782662660552e-01
9.300397404399454615e+00 9.084319302962143183e+00 8.946343727718335970e+00 8.946343727718335970e+00 8.433622813758789860e+00 8.082414540542449899e+00 7.859869761251919051e+00 7.253208231419708163e+00 7.097794665645702494e+00 6.509817679720036665e+00 6.318317656495781698e+00 6.129817226275762643e+00 5.958499721703631735e+00 5.221129001558234783e+00 5.037381892507363013e+00 4.894792655089053035e+00 4.625839523870628689e+00 4.111121250289906826e+00 4.111121250289906826e+00 4.111121250289906826e+00 4.111121250289906826e+00 3.920217890999173171e+00 3.920217890999173171e+00 3.920217890999173171e+00 3.694313768591183322e+00 3.196167938517930907e+00 3.196167938517930907e+00 2.985446316070916151e+00 2.985446316070916151e+00 2.695025103975424052e+00 2.509788234126882234e+00 2.509788234126882234e+00 2.242574766545957221e+00 1.844585762225619874e+00 1.844585762225619874e+00 1.396871370143297986e+00 1.396871370143297986e+00 1.396871370143297986e+00 1.396871370143297986e+00 1.060274376137230412e+00 1.060274376137230412e+00 7.485261795396273010e-01 7.485261795396273010e-01 7.485261795396273010e-01 7.485261795396273010e-01 7.485261795396273010e-01 7.485261795396273010e-01 7.485261795396273010e-01 7.485261795396273010e-01 7.485261795396273010e-01 4.411330531448774961e-01 -3.988480882674996439e-03 -3.988480882674996439e-03 -2.555597183647299597e-01 -2.555597183647299597e-01 -2.555597183647299597e-01 -2.555597183647299597e-01 -2.555597183647299597e-01 -2.555597183647299597e-01 -2.555597183647299597e-01 -2.555597183647299597e-01
9.297905835877433134e+00 9.078562786533479922e+00 8.797659462831914468e+00 8.678686616037508017e+00 8.430022220653336618e+00 8.430022220653336618e+00 8.116657965595299729e+00 7.972700253453552044e+00 7.831149106435920437e+00 7.831149106435920437e+00 7.548235259759211502e+00 6.461183681342284046e+00 6.317880679831304747e+00 5.887142909813938729e+00 5.887142909813938729e+00 5.887142909813938729e+00 5.438133760990470300e+00 5.438133760990470300e+00 4.902168566372228753e+00 4.556374906142427683e+00 4.556374906142427683e+00 3.966689764495760606e+00 3.757006387603960107e+00 3.433322411026562548e+00 3.163344218265871532e+00 3.163344218265871532e+00 3.163344218265871532e+00 3.163344218265871532e+00 2.695578126406729780e+00 2.152656762902632082e+00 1.858857506312891816e+00 1.858857506312891816e+00 1.371918619900992953e+00 8.851676084984373416e-01 8.851676084984373416e-01 5.693986506195872765e-01 5.693986506195872765e-01 5.693986506195872765e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 4.459226905146455033e-01 3.171347279709122585e-02 3.171347279709122585e-02 3.171347279709122585e-02 3.171347279709122585e-02 3.171347279709122585e-02 3.171347279709122585e-02 3.171347279709122585e-02 3.171347279709122585e-02 3.171347279709122585e-02 -4.113798206599946772e-01 -6.087212218333689639e-01
9.262636138513578032e+00 9.262636138513578032e+00 9.154031608403235154e+00 8.809268241572148384e+00 8.435989616230372690e+00 7.785559938102772470e+00 7.384401838240806093e+00 7.044279589815190867e+00 6.932645645559000869e+00 6.782039858722959558e+00 6.614297968429313279e+00 6.299993999810083345e+00 6.208829882276230450e+00 6.208829882276230450e+00 6.208829882276230450e+00 5.706361825820640554e+00 4.975894096550489643e+00 4.611229919610075889e+00 4.370438848126587672e+00 4.370438848126587672e+00 4.025338426660460378e+00 3.809747559159013974e+00 3.614921167701670601e+00 3.355957205032034540e+00 3.355957205032034540e+00 3.355957205032034540e+00 3.126542645570046908e+00 2.898691340687074014e+00 2.686721472048832826e+00 2.686721472048832826e+00 2.511732340248894246e+00 2.511732340248894246e+00 1.896293221360130898e+00 1.561477729454643359e+00 1.307771460508304839e+00 8.668731638842513965e-01 8.668731638842513965e-01 8.668731638842513965e-01 5.497791832837509718e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 2.351315892142712971e-01 -1.972792754049930430e-02 -1.972792754049930430e-02 -2.841139719324733970e-01 -2.841139719324733970e-01 -2.841139719324733970e-01 -2.841139719324733970e-01 -2.841139719324733970e-01 -2.841139719324733970e-01 -2.841139719324733970e-01 -6.083782852582634293e-01
9.258741513626477015e+00 9.258741513626477015e+00 9.064067623238857507e+00 8.963709201330692267e+00 8.371988396106081254e+00 8.240392881701907868e+00 8.086087143447752368e+00 7.959827867370621313e+00 7.831082626837536864e+00 7.292341641470860836e+00 7.124691367712405743e+00 7.124691367712405743e+00 7.009644412423463145e+00 7.009644412423463145e+00 6.603555252266033904e+00 6.309341128794223152e+00 5.510903503883332277e+00 4.966482366622547495e+00 4.798159402615180369e+00 4.798159402615180369e+00 4.579660470070787248e+00 4.579660470070787248e+00 4.579660470070787248e+00 4.421269373275238834e+00 4.195421019512333594e+00 3.290548303817365294e+00 3.044794663368723953e+00 3.044794663368723953e+00 3.044794663368723953e+00 2.602156521514340515e+00 2.342247993738802325e+00 2.342247993738802325e+00 2.162135481308416374e+00 2.162135481308416374e+00 2.162135481308416374e+00 1.771942624887005824e+00 1.469626331304970224e+00 1.469626331304970224e+00 1.210369506430945208e+00 1.210369506430945208e+00 1.210369506430945208e+00 1.210369506430945208e+00 1.210369506430945208e+00 1.210369506430945208e+00 1.210369506430945208e+00 1.210369506430945208e+00 8.600201157093728677e-01 8.600201157093728677e-01 8.600201157093728677e-01 8.600201157093728677e-01 8.600201157093728677e-01 8.600201157093728677e-01 3.464476478677189775e-01 3.464476478677189775e-01 3.464476478677189775e-01 3.464476478677189775e-01 3.464476478677189775e-01 3.464476478677189775e-01 3.464476478677189775e-01 3.464476478677189775e-01 3.464476478677189775e-01
9.442029183230628675e+00 9.304142635188753729e+00 8.945439293056264063e+00 8.945439293056264063e+00 8.826229156925824881e+00 8.322906454079676664e+00 8.123552921338085042e+00 7.644647185229074715e+00 7.644647185229074715e+00 7.186186782443545695e+00 6.890882631612339715e+00 6.756307166821833299e+00 6.756307166821833299e+00 6.578159193257703485e+00 5.789241967426202784e+00 5.789241967426202784e+00 5.471207825623035426e+00 5.282186292740362887e+00 4.913359032965639805e+00 4.787978829456402075e+00 4.275274396684686451e+00 4.275274396684686451e+00 4.275274396684686451e+00 3.943499733864873846e+00 3.727891178517152238e+00 3.727891178517152238e+00 3.727891178517152238e+00 3.502549445784646220e+00 3.323993402960484733e+00 2.256932784944745141e+00 2.023229684124343564e+00 2.023229684124343564e+00 1.724539516965035046e+00 1.724539516965035046e+00 1.724539516965035046e+00 1.422613598935316137e+00 1.293116953093634391e+00 1.293116953093634391e+00 1.293116953093634391e+00 1.293116953093634391e+00 9.904602964537597698e-01 9.904602964537597698e-01 9.904602964537597698e-01 9.904602964537597698e-01 9.904602964537597698e-01 9.904602964537597698e-01 9.904602964537597698e-01 6.754111402903764105e-01 6.754111402903764105e-01 6.754111402903764105e-01 6.754111402903764105e-01 6.754111402903764105e-01 4.529336952624068990e-01 4.529336952624068990e-01 4.529336952624068990e-01 1.289133042602923739e-02 1.289133042602923739e-02 1.289133042602923739e-02 1.289133042602923739e-02 -4.527507138730297864e-01 -4.527507138730297864e-01
9.416450039025784591e+00 9.118257797953054578e+00 9.118257797953054578e+00 8.889206759786084433e+00 8.727539373541752354e+00 8.342167411928695486e+00 8.178672861756231427e+00 7.897800706538406601e+00 7.685159581827857522e+00 7.207046795114920634e+00 6.960011127528190400e+00 6.269470934462807676e+00 6.070979433183037344e+00 6.070979433183037344e+00 5.907566449709013234e+00 5.184320153717928648e+00 4.413909640490730091e+00 4.196277932175394021e+00 4.196277932175394021e+00 3.966038578062820452e+00 3.764098260276773633e+00 3.576537842118566068e+00 3.576537842118566068e+00 3.576537842118566068e+00 3.339635654820910293e+00 3.171520530208977728e+00 2.744687549618514577e+00 2.744687549618514577e+00 2.448730007912137907e+00 2.261346837662951526e+00 1.647048368470164004e+00 1.458497273620063206e+00 1.458497273620063206e+00 1.109731124261194468e+00 1.109731124261194468e+00 9.861471701767239306e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 7.524980288404526929e-01 3.759814645819095635e-01 3.759814645819095635e-01 3.759814645819095635e-01 3.759814645819095635e-01 -8.459291473334258626e-02 -8.459291473334258626e-02 -8.459291473334258626e-02 -8.459291473334258626e-02 -8.459291473334258626e-02 -8.459291473334258626e-02 -8.459291473334258626e-02 -8.459291473334258626e-02
8.828144245184363470e+00 8.828144245184363470e+00 8.668915436287537801e+00 8.291190941507773360e+00 8.197276947599668517e+00 7.847237394497837748e+00 7.200228981961817709e+00 7.093248382314820688e+00 7.093248382314820688e+00 7.093248382314820688e+00 6.812497987743344474e+00 6.103976084891965748e+00 6.103976084891965748e+00 6.103976084891965748e+00 5.806774966010396888e+00 5.396292578279197727e+00 4.849369501556505035e+00 4.411709210242633183e+00 4.411709210242633183e+00 3.922143385525466819e+00 3.569843038384615141e+00 3.396526591449018806e+00 3.203422348615886595e+00 3.203422348615886595e+00 2.689549100635086454e+00 2.689549100635086454e+00 2.689549100635086454e+00 2.197700988521883225e+00 1.786465143014181800e+00 1.544966011635716230e+00 1.544966011635716230e+00 1.544966011635716230e+00 1.544966011635716230e+00 1.544966011635716230e+00 1.544966011635716230e+00 1.160517651940914163e+00 1.160517651940914163e+00 1.160517651940914163e+00 1.160517651940914163e+00 1.160517651940914163e+00 1.160517651940914163e+00 1.160517651940914163e+00 8.830868512041867291e-01 8.830868512041867291e-01 6.470396684777985907e-01 4.021357697610645210e-01 4.021357697610645210e-01 4.021357697610645210e-01 4.021357697610645210e-01 4.021357697610645210e-01 4.021357697610645210e-01 4.021357697610645210e-01 4.021357697610645210e-01 4.021357697610645210e-01 4.021357697610645210e-01 4.021357697610645210e-01 2.431579720551323709e-01 2.431579720551323709e-01 5.732161330770028929e-03 -3.099324706396519025e-01 -5.024447346836156125e-01
8.820526739558212981e+00 8.706015598658733978e+00 8.563986860362408748e+00 8.351411355708185269e+00 8.250068489596660726e+00 8.250068489596660726e+00 8.250068489596660726e+00 8.121248911640853052e+00 7.860165514903980188e+00 7.024398375319649723e+00 6.593456305466549594e+00 6.189686285765907847e+00 6.026057949494852295e+00 5.746975328695241636e+00 5.244985004660218664e+00 5.244985004660218664e+00 4.929300040042028819e+00 4.605557723436663586e+00 4.146290661044734982e+00 3.993582989666592198e+00 3.700485155153037109e+00 3.700485155153037109e+00 3.700485155153037109e+00 3.700485155153037109e+00 3.502004930438651353e+00 3.256611218315534462e+00 3.018351712822865629e+00 2.803707691279998304e+00 2.803707691279998304e+00 2.536010348426583239e+00 2.536010348426583239e+00 2.536010348426583239e+00 2.287647231338464149e+00 2.095045658073732664e+00 2.095045658073732664e+00 1.589126802287120777e+00 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 9.489522593876312806e-01 7.031635540014180563e-01 3.927277822924447048e-01 3.927277822924447048e-01 3.927277822924447048e-01 3.341502118799821210e-03 3.341502118799821210e-03 3.341502118799821210e-03 3.341502118799821210e-03 3.341502118799821210e-03 3.341502118799821210e-03 -2.053598393459206972e-01 -8.314476495615654716e-01
